latitude,longitude,Store
38.90939198,-92.336369,Panera Bread
38.948232199,-92.295255,Panera Bread
38.88248200,-92.397824,Panera Bread
38.963767201,-92.373859,Panera Bread
38.581828202,-92.208886,Panera Bread
38.581983203,-92.209967,Panera Bread
39.081708204,-94.581458,Panera Bread
39.05201205,-94.591793,Panera Bread
39.04205200000001206,-94.594087,Panera Bread
39.013581207,-94.590466,Panera Bread
38.942294208,-94.606306,Panera Bread
39.194128000000006209,-94.578892,Panera Bread
39.246641210,-94.649734,Panera Bread
39.246402211,-94.459807,Panera Bread
38.708825212,-93.266377,Panera Bread
38.708783213,-93.266285,Panera Bread
37.204813214,-93.275894,Panera Bread
37.243612215,-93.312125,Panera Bread
37.182752216,-93.259027,Panera Bread
37.165221217,-93.320609,Panera Bread
37.159966218,-93.3121,Panera Bread
37.182568219,-93.336477,Panera Bread
37.144298220,-93.297069,Panera Bread
37.140003221,-93.295309,Panera Bread
37.164815222,-93.323257,Panera Bread
38.783983223,-90.535699,Panera Bread
38.742399224,-90.634926,Panera Bread
38.626338225,-90.190806,Panera Bread
38.606611226,-90.202624,Panera Bread
38.639194227,-90.261171,Panera Bread
38.645055228,-90.26099,Panera Bread
38.591253229,-90.305201,Panera Bread
38.556442230,-90.26255,Panera Bread
38.602036231,-90.24196,Panera Bread
38.793643232,-90.622987,Panera Bread
37.052427233,-94.47894000000001,Starbucks
37.085213234,-94.473855,Starbucks
37.088028235,-94.477036,Starbucks
38.6441236,-90.631922,Starbucks
38.582167999999996237,-90.62803000000001,Starbucks
38.668893238,-90.59870699999999,Starbucks
38.719165000000004239,-90.702123,Starbucks
38.667496240,-90.58528000000001,Starbucks
38.642236241,-90.566251,Starbucks
38.594702000000005242,-90.547168,Starbucks
38.742575243,-90.63493299999999,Starbucks
38.592667999999996244,-90.543014,Starbucks
38.621897245,-90.51915600000001,Starbucks
38.620325246,-90.51782,Starbucks
38.765965247,-90.76348,Starbucks
38.777365248,-90.699916,Starbucks
38.642129249,-90.50546,Starbucks
38.780908000000004250,-90.69897900000001,Starbucks
38.768313251,-90.784308,Starbucks
38.593296252,-90.49739699999999,Starbucks
38.679466253,-90.499765,Starbucks
38.626669254,-90.481796,Starbucks
38.788638255,-90.62634399999999,Starbucks
38.536537256,-90.496534,Starbucks
38.568661999999996257,-90.475045,Starbucks
38.600714258,-90.434841,Starbucks
38.671366259,-90.435839,Starbucks
38.67086260,-90.43508299999999,Starbucks
38.70145261,-90.44596,Starbucks
38.773804999999996262,-90.49056999999999,Starbucks
38.785259263,-90.49712099999999,Starbucks
38.698926264,-90.420625,Starbucks
38.632515999999995265,-90.40471600000001,Starbucks
38.577433266,-90.40685,Starbucks
38.502843267,-90.44771899999999,Starbucks
38.50795268,-90.442786,Starbucks
38.555392269,-90.41068299999999,Starbucks
38.818386270,-90.87833499999999,Starbucks
38.565265999999994271,-90.403998,Starbucks
38.819497999999996272,-90.88071500000001,Starbucks
38.756198273,-90.431058,Starbucks
38.534751274,-90.98167600000001,Starbucks
38.753541999999996275,-90.426063,Starbucks
38.736533276,-90.397653,Starbucks
38.55701277,-90.38116600000001,Starbucks
38.608635278,-90.36744399999999,Starbucks
38.619625279,-90.348074,Starbucks
38.627941280,-90.342718,Starbucks
38.629191281,-90.340245,Starbucks
38.508189282,-90.375378,Starbucks
38.650325283,-90.337899,Starbucks
38.744088284,-90.367636,Starbucks
38.590771000000004285,-90.33935799999999,Starbucks
38.742245000000004286,-90.36425600000001,Starbucks
38.659093287,-90.337281,Starbucks
38.737736288,-90.356755,Starbucks
38.737365000000004289,-90.35545,Starbucks
38.64329290,-90.334723,Starbucks
38.62831291,-90.332838,Starbucks
38.551115292,-90.33369499999999,Starbucks
38.506698293,-90.339841,Starbucks
38.590674294,-90.30506899999999,Starbucks
38.633246295,-90.305576,Starbucks
38.656224296,-90.306203,Starbucks
38.444691999999996297,-90.37467099999999,Starbucks
38.506840999999994298,-90.32650799999999,Starbucks
38.414095299,-90.39546,Starbucks
38.592428999999996300,-90.29504399999999,Starbucks
38.635656301,-90.28994,Starbucks
38.592597999999995302,-90.272163,Starbucks
38.557545000000005303,-90.262023,Starbucks
38.608288304,-90.240989,Starbucks
38.785641999999996305,-90.353135,Starbucks
38.777353000000005306,-90.335554,Starbucks
38.809402307,-90.29965899999999,Starbucks
38.767021308,-90.279986,Starbucks
38.64448309,-90.261245,Starbucks
38.636947310,-90.261677,Starbucks
38.635923311,-90.234836,Starbucks
38.632991312,-90.23429,Starbucks
38.629806313,-90.216753,Starbucks
38.630655314,-90.191852,Starbucks
38.624702315,-90.193569,Starbucks
38.625172316,-90.190579,Starbucks
38.626002317,-90.188291,Starbucks
